Importance,Level,Job Zone,Code,Occupation
44,44,3,29-2012.00,Medical and Clinical Laboratory Technicians
44,41,3,27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators"
44,38,3,13-1032.00,"Insurance Appraisers, Auto Damage"
44,38,2,53-6021.00,Parking Attendants
44,36,3,29-2052.00,Pharmacy Technicians
44,33,3,29-2099.05,Ophthalmic Medical Technologists
43,50,4,17-2199.11,Solar Energy Systems Engineers
43,49,5,19-2042.00,"Geoscientists, Except Hydrologists and Geographers"
43,40,5,29-1021.00,"Dentists, General"
43,40,4,19-4092.00,Forensic Science Technicians
43,39,4,11-1021.00,General and Operations Managers
43,36,3,43-1011.00,First-Line Supervisors of Office and Administrative Support Workers
42,48,4,11-9199.08,Loss Prevention Managers
42,45,4,17-2111.00,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors"
42,44,4,19-2041.00,"Environmental Scientists and Specialists, Including Health"
42,43,3,51-9162.00,Computer Numerically Controlled Tool Programmers
42,42,4,19-4021.00,Biological Technicians
42,42,3,15-1232.00,Computer User Support Specialists
42,42,5,25-9021.00,Farm and Home Management Educators
42,40,2,13-1074.00,Farm Labor Contractors
42,38,4,25-2023.00,"Career/Technical Education Teachers, Middle School"
42,38,2,41-2021.00,Counter and Rental Clerks
42,35,5,29-1024.00,Prosthodontists
42,30,3,39-1022.00,First-Line Supervisors of Personal Service Workers
41,52,3,51-8012.00,Power Distributors and Dispatchers
41,47,4,17-2112.00,Industrial Engineers
41,46,1,35-9011.00,Dining Room and Cafeteria Attendants and Bartender Helpers
41,45,4,21-1092.00,Probation Officers and Correctional Treatment Specialists
41,41,2,53-1043.00,First-Line Supervisors of Material-Moving Machine and Vehicle Operators
41,40,4,25-2058.00,"Special Education Teachers, Secondary School"
41,38,2,43-4151.00,Order Clerks
41,37,5,11-9121.00,Natural Sciences Managers
41,36,4,21-1091.00,Health Education Specialists
41,34,2,39-3021.00,Motion Picture Projectionists
41,32,2,43-3041.00,Gambling Cage Workers
40,46,5,19-1011.00,Animal Scientists
40,45,4,19-1012.00,Food Scientists and Technologists
40,40,5,29-1224.00,Radiologists
40,38,2,11-9131.00,Postmasters and Mail Superintendents
40,37,4,19-2031.00,Chemists
40,36,2,43-4121.00,"Library Assistants, Clerical"
40,36,4,11-9081.00,Lodging Managers
40,35,5,11-9032.00,"Education Administrators, Kindergarten through Secondary"
40,33,4,25-2021.00,"Elementary School Teachers, Except Special Education"
40,29,2,53-6061.00,Passenger Attendants
40,29,5,29-1051.00,Pharmacists
39,49,5,19-2043.00,Hydrologists
39,44,4,17-2111.02,Fire-Prevention and Protection Engineers
39,44,5,21-1011.00,Substance Abuse and Behavioral Disorder Counselors
39,43,4,17-2112.03,Manufacturing Engineers
39,41,4,19-5011.00,Occupational Health and Safety Specialists
39,40,3,41-9022.00,Real Estate Sales Agents
39,38,2,43-9021.00,Data Entry Keyers
39,38,5,29-1218.00,Obstetricians and Gynecologists
39,38,3,19-4099.01,Quality Control Analysts
39,37,4,25-2012.00,"Kindergarten Teachers, Except Special Education"
39,36,2,43-4071.00,File Clerks
39,35,4,27-2041.00,Music Directors and Composers
39,35,2,39-3031.00,"Ushers, Lobby Attendants, and Ticket Takers"
39,31,2,43-4081.00,"Hotel, Motel, and Resort Desk Clerks"
39,30,3,39-6012.00,Concierges
39,28,4,21-1093.00,Social and Human Service Assistants
39,27,2,43-4051.00,Customer Service Representatives
39,27,2,51-9151.00,Photographic Process Workers and Processing Machine Operators
38,49,4,11-3051.03,Biofuels Production Managers
38,46,4,17-2021.00,Agricultural Engineers
38,42,4,11-9021.00,Construction Managers
38,42,3,49-9062.00,Medical Equipment Repairers
38,42,5,17-2199.06,Microsystems Engineers
38,40,4,27-2012.05,Media Technical Directors/Managers
38,36,5,29-1229.02,Hospitalists
38,33,2,43-3071.00,Tellers
38,30,2,39-3011.00,Gambling Dealers
38,30,4,27-3091.00,Interpreters and Translators
38,29,3,29-2099.08,Patient Representatives
38,26,5,29-1229.01,Allergists and Immunologists
37,42,3,27-4014.00,Sound Engineering Technicians
37,41,5,29-1217.00,Neurologists
37,40,5,29-1141.04,Clinical Nurse Specialists
37,40,4,21-2021.00,"Directors, Religious Activities and Education"
37,39,5,29-1222.00,"Physicians, Pathologists"
37,39,4,11-3051.01,Quality Control Systems Managers
37,36,5,29-1241.00,"Ophthalmologists, Except Pediatric"
37,34,4,11-9121.01,Clinical Research Coordinators
37,34,5,25-4022.00,Librarians and Media Collections Specialists
37,34,3,29-2081.00,"Opticians, Dispensing"
37,25,4,11-9151.00,Social and Community Service Managers
36,43,3,11-3051.06,Hydroelectric Production Managers
36,40,4,17-2121.00,Marine Engineers and Naval Architects
36,39,4,25-2057.00,"Special Education Teachers, Middle School"
36,35,1,35-3023.00,Fast Food and Counter Workers
36,33,2,51-2061.00,Timing Device Assemblers and Adjusters
36,29,5,29-1041.00,Optometrists
36,Not available,2,39-5092.00,Manicurists and Pedicurists
35,42,2,53-1042.01,Recycling Coordinators
35,40,3,17-3021.00,Aerospace Engineering and Operations Technologists and Technicians
35,39,4,17-2199.03,"Energy Engineers, Except Wind and Solar"
35,39,3,13-1022.00,"Wholesale and Retail Buyers, Except Farm Products"
35,37,4,13-2023.00,Appraisers and Assessors of Real Estate
35,37,3,11-9071.00,Gambling Managers
35,36,5,25-1193.00,"Recreation and Fitness Studies Teachers, Postsecondary"
35,35,5,25-1053.00,"Environmental Science Teachers, Postsecondary"
35,35,5,19-1029.02,Molecular and Cellular Biologists
35,35,3,17-3029.08,Photonics Technicians
35,34,4,25-2031.00,"Secondary School Teachers, Except Special and Career/Technical Education"
35,33,2,51-9081.00,Dental Laboratory Technicians
35,32,3,33-9021.00,Private Detectives and Investigators
35,31,2,33-9031.00,Gambling Surveillance Officers and Gambling Investigators
35,31,4,25-2022.00,"Middle School Teachers, Except Special and Career/Technical Education"
35,31,3,29-2057.00,Ophthalmic Medical Technicians
35,30,5,19-1022.00,Microbiologists
34,40,5,19-3093.00,Historians
34,36,4,15-1231.00,Computer Network Support Specialists
34,34,5,19-1021.00,Biochemists and Biophysicists
34,33,5,29-1127.00,Speech-Language Pathologists
34,32,4,27-3011.00,Broadcast Announcers and Radio Disc Jockeys
34,30,5,29-1299.01,Naturopathic Physicians
34,30,2,51-9083.00,Ophthalmic Laboratory Technicians
34,27,3,31-9099.01,Speech-Language Pathology Assistants
34,25,3,43-4111.00,"Interviewers, Except Eligibility and Loan"
34,25,5,29-1023.00,Orthodontists
33,48,3,11-3051.02,Geothermal Production Managers
33,37,4,17-2199.08,Robotics Engineers
33,37,4,11-3071.00,"Transportation, Storage, and Distribution Managers"
33,35,4,27-2012.00,Producers and Directors
33,34,4,17-2141.01,Fuel Cell Engineers
33,33,5,29-1129.01,Art Therapists
33,31,3,29-2092.00,Hearing Aid Specialists
33,30,2,43-3061.00,Procurement Clerks
33,28,5,29-1141.02,Advanced Practice Psychiatric Nurses
33,25,5,29-1299.02,Orthoptists
33,24,2,39-3012.00,Gambling and Sports Book Writers and Runners
32,53,4,11-3051.04,Biomass Power Plant Managers
32,36,3,51-8011.00,Nuclear Power Reactor Operators
32,35,4,17-2071.00,Electrical Engineers
32,34,4,11-9199.11,Brownfield Redevelopment Specialists and Site Managers
32,33,5,17-1011.00,"Architects, Except Landscape and Naval"
32,33,3,49-2011.00,"Computer, Automated Teller, and Office Machine Repairers"
32,32,4,17-3026.01,Nanotechnology Engineering Technologists and Technicians
32,31,3,51-5111.00,Prepress Technicians and Workers
32,27,5,29-1221.00,"Pediatricians, General"
31,42,4,17-2151.00,"Mining and Geological Engineers, Including Mining Safety Engineers"
31,40,5,27-1027.00,Set and Exhibit Designers
31,36,5,25-1031.00,"Architecture Teachers, Postsecondary"
31,36,3,15-1241.01,Telecommunications Engineering Specialists
31,33,4,17-2131.00,Materials Engineers
31,32,5,17-2112.01,Human Factors Engineers and Ergonomists
31,32,4,11-9111.00,Medical and Health Services Managers
31,30,4,27-1025.00,Interior Designers
31,28,4,15-1244.00,Network and Computer Systems Administrators
31,27,5,29-1181.00,Audiologists
31,27,3,39-7011.00,Tour Guides and Escorts
31,26,3,43-6011.00,Executive Secretaries and Executive Administrative Assistants
31,22,3,49-9061.00,Camera and Photographic Equipment Repairers
30,38,4,17-1012.00,Landscape Architects
30,36,4,17-2199.10,Wind Energy Engineers
30,32,4,41-1012.00,First-Line Supervisors of Non-Retail Sales Workers
30,31,4,29-2011.01,Cytogenetic Technologists
30,29,4,17-2051.01,Transportation Engineers
30,23,4,15-1299.03,Document Management Specialists
30,22,3,43-4141.00,New Accounts Clerks
30,21,1,41-9091.00,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers"
29,35,5,25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary"
29,35,3,51-9071.06,Gem and Diamond Workers
29,32,3,49-9064.00,Watch and Clock Repairers
29,31,4,27-2012.03,Media Programming Directors
29,29,4,13-1021.00,"Buyers and Purchasing Agents, Farm Products"
29,29,5,25-1052.00,"Chemistry Teachers, Postsecondary"
29,28,3,51-9071.00,Jewelers and Precious Stone and Metal Workers
29,28,2,43-9061.00,"Office Clerks, General"
29,27,4,21-1015.00,Rehabilitation Counselors
29,26,3,43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping"
29,25,2,43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive"
29,24,4,27-4032.00,Film and Video Editors
29,12,4,13-1071.00,Human Resources Specialists
29,11,2,43-3011.00,Bill and Account Collectors
28,44,4,11-9199.10,Wind Energy Development Managers
28,33,4,11-9161.00,Emergency Management Directors
28,31,2,43-9022.00,Word Processors and Typists
28,30,4,17-2072.00,"Electronics Engineers, Except Computer"
28,30,5,17-2199.09,Nanosystems Engineers
28,28,4,19-4099.03,Remote Sensing Technicians
28,26,5,21-2011.00,Clergy
28,25,4,27-3023.00,"News Analysts, Reporters, and Journalists"
28,25,4,11-3061.00,Purchasing Managers
28,22,3,43-9031.00,Desktop Publishers
28,21,2,43-5031.00,Public Safety Telecommunicators
27,36,5,19-1042.00,"Medical Scientists, Except Epidemiologists"
27,32,4,17-2161.00,Nuclear Engineers
27,29,5,25-9031.00,Instructional Coordinators
27,28,4,17-2141.00,Mechanical Engineers
27,26,2,51-6051.00,"Sewers, Hand"
27,25,5,21-1014.00,Mental Health Counselors
27,24,4,41-3011.00,Advertising Sales Agents
27,24,2,43-6013.00,Medical Secretaries and Administrative Assistants
27,24,4,11-3131.00,Training and Development Managers
27,21,2,43-4021.00,Correspondence Clerks
26,38,4,17-2081.00,Environmental Engineers
26,34,4,17-2072.01,Radio Frequency Identification Device Specialists
26,33,4,17-2141.02,Automotive Engineers
26,29,4,53-2011.00,"Airline Pilots, Copilots, and Flight Engineers"
26,28,3,17-3013.00,Mechanical Drafters
26,26,5,25-1042.00,"Biological Science Teachers, Postsecondary"
26,26,5,29-1031.00,Dietitians and Nutritionists
26,25,5,25-1061.00,"Anthropology and Archeology Teachers, Postsecondary"
26,25,3,17-3022.00,Civil Engineering Technologists and Technicians
26,25,5,25-1192.00,"Family and Consumer Sciences Teachers, Postsecondary"
26,25,2,43-5011.01,Freight Forwarders
26,24,5,25-1054.00,"Physics Teachers, Postsecondary"
26,24,4,11-9141.00,"Property, Real Estate, and Community Association Managers"
26,23,4,11-9199.02,Compliance Managers
26,21,4,21-1021.00,"Child, Family, and School Social Workers"
26,Not available,2,43-2021.00,Telephone Operators
25,34,4,11-9121.02,Water Resource Specialists
25,29,4,17-2051.00,Civil Engineers
25,27,4,11-3021.00,Computer and Information Systems Managers
25,27,4,13-2099.04,"Fraud Examiners, Investigators and Analysts"
25,27,5,19-2032.00,Materials Scientists
25,27,2,43-5061.00,"Production, Planning, and Expediting Clerks"
25,26,4,13-1151.00,Training and Development Specialists
25,25,5,21-1022.00,Healthcare Social Workers
25,24,4,15-1242.00,Database Administrators
25,24,4,15-1299.09,Information Technology Project Managers
25,24,5,29-1223.00,Psychiatrists
25,23,5,29-2011.02,Cytotechnologists
25,23,2,23-2093.00,"Title Examiners, Abstractors, and Searchers"
24,30,5,11-9041.00,Architectural and Engineering Managers
24,30,4,17-2199.05,Mechatronics Engineers
24,26,4,15-1211.01,Health Informatics Specialists
24,25,4,17-2112.02,Validation Engineers
24,23,4,13-1081.02,Logistics Analysts
24,19,3,13-2082.00,Tax Preparers
24,18,3,27-3092.00,Court Reporters and Simultaneous Captioners
24,18,5,29-1215.00,Family Medicine Physicians
23,27,4,17-2199.07,Photonics Engineers
23,26,5,25-1011.00,"Business Teachers, Postsecondary"
23,25,5,29-1229.05,Preventive Medicine Physicians
23,22,4,11-2011.00,Advertising and Promotions Managers
23,21,3,27-1022.00,Fashion Designers
23,21,3,23-2011.00,Paralegals and Legal Assistants
23,19,5,25-1113.00,"Social Work Teachers, Postsecondary"
22,28,4,17-2011.00,Aerospace Engineers
22,27,4,17-2051.02,Water/Wastewater Engineers
22,24,5,21-1023.00,Mental Health and Substance Abuse Social Workers
22,21,4,27-1021.00,Commercial and Industrial Designers
22,21,5,25-1032.00,"Engineering Teachers, Postsecondary"
22,20,4,11-2022.00,Sales Managers
22,19,4,11-3031.00,Financial Managers
22,14,3,31-9094.00,Medical Transcriptionists
21,26,4,11-3071.04,Supply Chain Managers
21,24,5,21-1012.00,"Educational, Guidance, and Career Counselors and Advisors"
21,21,3,43-6012.00,Legal Secretaries and Administrative Assistants
21,18,2,43-5032.00,"Dispatchers, Except Police, Fire, and Ambulance"
21,16,2,43-4031.00,"Court, Municipal, and License Clerks"
21,16,3,13-2081.00,"Tax Examiners and Collectors, and Revenue Agents"
21,15,2,43-4171.00,Receptionists and Information Clerks
21,Not available,2,43-4041.00,"Credit Authorizers, Checkers, and Clerks"
20,26,4,13-1081.00,Logisticians
20,24,5,11-1011.03,Chief Sustainability Officers
20,18,5,15-1221.00,Computer and Information Research Scientists
20,15,4,41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products"
19,30,4,13-1199.05,Sustainability Specialists
19,23,4,13-1081.01,Logistics Engineers
19,23,5,19-2099.01,Remote Sensing Scientists and Technologists
19,22,5,25-1122.00,"Communications Teachers, Postsecondary"
19,22,3,17-3012.00,Electrical and Electronics Drafters
19,22,4,13-1131.00,Fundraisers
19,19,5,25-1123.00,"English Language and Literature Teachers, Postsecondary"
19,18,5,11-9033.00,"Education Administrators, Postsecondary"
18,23,4,15-1241.00,Computer Network Architects
18,23,5,19-3092.00,Geographers
18,23,5,25-1064.00,"Geography Teachers, Postsecondary"
18,19,4,13-1199.04,Business Continuity Planners
18,18,4,25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors"
18,18,4,13-1031.00,"Claims Adjusters, Examiners, and Investigators"
18,18,4,13-1111.00,Management Analysts
18,17,3,17-3011.00,Architectural and Civil Drafters
18,17,5,25-9044.00,"Teaching Assistants, Postsecondary"
18,16,4,17-1021.00,Cartographers and Photogrammetrists
18,15,4,11-2021.00,Marketing Managers
18,12,3,43-4061.00,"Eligibility Interviewers, Government Programs"
17,21,5,19-2012.00,Physicists
17,19,4,17-2061.00,Computer Hardware Engineers
17,19,4,13-1075.00,Labor Relations Specialists
17,19,3,43-3051.00,Payroll and Timekeeping Clerks
17,18,4,27-3041.00,Editors
17,18,5,19-1029.03,Geneticists
17,18,4,41-3021.00,Insurance Sales Agents
17,9,5,25-1125.00,"History Teachers, Postsecondary"
16,21,4,15-1212.00,Information Security Analysts
16,18,4,19-2021.00,Atmospheric and Space Scientists
16,18,4,13-1051.00,Cost Estimators
16,18,5,25-1111.00,"Criminal Justice and Law Enforcement Teachers, Postsecondary"
16,16,4,41-9021.00,Real Estate Brokers
16,15,4,27-3042.00,Technical Writers
16,15,4,19-3099.01,Transportation Planners
16,14,4,13-1199.06,Online Merchants
16,13,3,43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks"
16,13,4,15-1211.00,Computer Systems Analysts
16,13,4,43-9111.00,Statistical Assistants
16,12,4,15-1251.00,Computer Programmers
16,12,4,41-3031.00,"Securities, Commodities, and Financial Services Sales Agents"
15,23,4,17-2041.00,Chemical Engineers
15,19,4,13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products"
15,18,5,25-1021.00,"Computer Science Teachers, Postsecondary"
15,16,5,25-1066.00,"Psychology Teachers, Postsecondary"
15,15,4,11-3121.00,Human Resources Managers
15,15,4,27-3031.00,Public Relations Specialists
15,15,4,27-2012.04,Talent Directors
15,14,5,15-2041.01,Biostatisticians
15,14,3,25-3041.00,Tutors
15,13,4,13-2072.00,Loan Officers
15,13,4,11-9199.01,Regulatory Affairs Managers
15,11,3,43-3021.00,Billing and Posting Clerks
14,23,4,17-2031.00,Bioengineers and Biomedical Engineers
14,18,4,41-9031.00,Sales Engineers
14,17,4,15-1299.02,Geographic Information Systems Technologists and Technicians
14,16,4,17-2171.00,Petroleum Engineers
14,14,4,13-2011.00,Accountants and Auditors
14,13,5,25-1022.00,"Mathematical Science Teachers, Postsecondary"
14,12,2,43-9041.00,Insurance Claims and Policy Processing Clerks
14,8,3,43-4011.00,Brokerage Clerks
14,8,5,25-1067.00,"Sociology Teachers, Postsecondary"
14,Not available,3,43-4131.00,Loan Interviewers and Clerks
13,16,4,15-2099.01,Bioinformatics Technicians
13,16,4,13-1041.03,Equal Opportunity Representatives and Officers
13,14,5,19-2041.03,Industrial Ecologists
13,13,5,25-1124.00,"Foreign Language and Literature Teachers, Postsecondary"
13,12,4,27-1024.00,Graphic Designers
13,11,5,25-1062.00,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary"
13,11,5,25-1126.00,"Philosophy and Religion Teachers, Postsecondary"
13,Not available,4,27-1014.00,Special Effects Artists and Animators
12,18,5,19-1029.01,Bioinformatics Scientists
12,13,5,19-3033.00,Clinical and Counseling Psychologists
12,11,3,53-2021.00,Air Traffic Controllers
12,10,4,27-1011.00,Art Directors
12,Not available,4,13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes"
11,13,5,19-3051.00,Urban and Regional Planners
11,13,4,15-1299.01,Web Administrators
11,11,4,13-2031.00,Budget Analysts
11,11,3,13-1041.08,Customs Brokers
11,11,4,33-3021.06,Intelligence Analysts
11,11,4,15-1253.00,Software Quality Assurance Analysts and Testers
11,8,4,13-2071.00,Credit Counselors
11,8,4,13-2053.00,Insurance Underwriters
11,6,3,15-1254.00,Web Developers
11,Not available,5,23-1021.00,"Administrative Law Judges, Adjudicators, and Hearing Officers"
11,Not available,5,25-1063.00,"Economics Teachers, Postsecondary"
11,Not available,5,25-1082.00,"Library Science Teachers, Postsecondary"
10,12,5,25-1081.00,"Education Teachers, Postsecondary"
10,10,4,15-2051.02,Clinical Data Managers
10,10,4,13-1141.00,"Compensation, Benefits, and Job Analysis Specialists"
10,9,5,19-3032.00,Industrial-Organizational Psychologists
10,9,4,13-1041.07,Regulatory Affairs Specialists
10,7,4,11-3031.01,Treasurers and Controllers
10,Not relevant,5,11-1011.00,Chief Executives
10,Not available,5,23-1011.00,Lawyers
9,11,4,15-1299.08,Computer Systems Engineers/Architects
9,7,3,41-3041.00,Travel Agents
9,Not relevant,5,19-2041.01,Climate Change Policy Analysts
9,Not available,5,25-1112.00,"Law Teachers, Postsecondary"
9,Not available,2,43-2011.00,"Switchboard Operators, Including Answering Service"
9,Not available,4,27-3043.00,Writers and Authors
8,5,4,15-1255.01,Video Game Designers
8,Not relevant,4,13-1161.00,Market Research Analysts and Marketing Specialists
8,Not available,5,21-1013.00,Marriage and Family Therapists
7,7,4,15-1243.00,Database Architects
7,6,5,29-9092.00,Genetic Counselors
7,6,5,19-3022.00,Survey Researchers
7,Not available,5,23-1023.00,"Judges, Magistrate Judges, and Magistrates"
7,Not available,2,41-9041.00,Telemarketers
6,5,4,13-2041.00,Credit Analysts
6,Not relevant,5,19-2011.00,Astronomers
6,Not relevant,5,13-2099.01,Financial Quantitative Analysts
6,Not available,5,25-1065.00,"Political Science Teachers, Postsecondary"
5,Not relevant,4,15-2051.01,Business Intelligence Analysts
5,Not relevant,5,19-3011.01,Environmental Economists
5,Not relevant,4,19-4061.00,Social Science Research Assistants
5,Not relevant,5,19-3041.00,Sociologists
5,Not available,5,11-3031.03,Investment Fund Managers
5,Not available,4,43-9081.00,Proofreaders and Copy Markers
4,Not relevant,4,11-3111.00,Compensation and Benefits Managers
4,Not relevant,5,19-1041.00,Epidemiologists
4,Not relevant,4,13-2061.00,Financial Examiners
4,Not relevant,4,27-3043.05,"Poets, Lyricists and Creative Writers"
4,Not relevant,5,19-3094.00,Political Scientists
4,Not relevant,4,13-1161.01,Search Marketing Strategists
3,Not relevant,5,19-3011.00,Economists
3,Not relevant,5,15-2021.00,Mathematicians
3,Not relevant,5,15-2031.00,Operations Research Analysts
3,Not available,5,19-3034.00,School Psychologists
2,Not relevant,4,15-2011.00,Actuaries
2,Not relevant,4,15-1243.01,Data Warehousing Specialists
2,Not relevant,4,13-2052.00,Personal Financial Advisors
2,Not relevant,5,15-2041.00,Statisticians
1,Not relevant,5,23-1022.00,"Arbitrators, Mediators, and Conciliators"
1,Not available,5,23-1012.00,Judicial Law Clerks
